"","year","discipline","total.awarded.Female","total.awarded.Male","total.awarded.Unknown Gender","female.ratio"
"2550",1991,"Other Physical Sciences",897,1319,NA,0.404783393501805
"2551",1991,"Atmospheric Sciences",103,512,NA,0.167479674796748
"2552",1991,"Earth Sciences",1099,2868,NA,0.277035543231661
"2553",1991,"Oceanography",115,274,NA,0.295629820051414
"2554",1991,"Mathematics and Statistics",8962,11241,NA,0.443597485521952
"2555",1991,"Computer Science",17702,31229,NA,0.361774744027304
"2556",1991,"Agricultural Sciences",5175,9204,NA,0.359899853953682
"2557",1991,"Biological Sciences",25406,25150,NA,0.502531845873882
"2558",1991,"Medical Sciences",15961,20721,NA,0.435118041546262
"2559",1991,"Other Life Sciences",100020,14582,NA,0.872759637702658
"2560",1991,"Psychology",52627,20816,NA,0.716569312255763
"2561",1991,"Economics",8557,20338,NA,0.29614120089981
"2562",1991,"Political Science and Public Administration",25108,31313,NA,0.445011609152621
"2563",1991,"Sociology",13397,6262,NA,0.68146904725571
"2564",1991,"Anthropology",3468,1996,NA,0.634699853587116
"2565",1991,"Linguistics",886,498,NA,0.640173410404624
"2566",1991,"Area and Ethnic Studies",3662,2674,NA,0.577967171717172
"2567",1991,"Other Social Sciences",9535,9468,NA,0.501762879545335
"2568",1991,"Science Technologies",499,936,NA,0.347735191637631
"2569",1991,"Engineering Technologies",9178,69384,NA,0.116824928082279
"2570",1991,"Health Technologies",63033,15609,NA,0.801518272678721
"2571",1991,"Other Science and Engineering Technologies",27,188,NA,0.125581395348837
"2572",1991,"Interdisciplinary or Other Sciences",4845,5033,NA,0.490483903624215
"2573",1991,"History",10807,17264,NA,0.384988065975562
"2574",1991,"English and Literature",39595,19721,NA,0.667526468406501
"2575",1991,"Foreign Languages",11338,4871,NA,0.699487938799432
"2576",1991,"Other Humanities",2197,4044,NA,0.352026918763019
"2577",1991,"Religion and Theology",5498,13674,NA,0.286772376382224
"2578",1991,"Arts and Music",38915,24846,NA,0.610326061385486
"2579",1991,"Architecture and Environmental Design",8410,8644,NA,0.4931394394277
"2580",1991,"Science Education",1499,1068,NA,0.583950136345929
"2581",1991,"Mathematics Education",1737,929,NA,0.651537884471118
"2582",1991,"Social Science Education",599,576,NA,0.509787234042553
"2583",1991,"Other Science/Technical Education",3237,3781,NA,0.46124251923625
"2584",1991,"Non-Science Education",165843,46306,NA,0.781728879231106
"2585",1991,"Business and Management",257682,231929,NA,0.526299449971508
"2586",1991,"Communication and Librarianship",40004,24220,NA,0.622882411559542
"2587",1991,"Law",18170,23975,NA,0.431130620476925
"2588",1991,"Social Service Professions",21274,4263,NA,0.833065747738575
"2589",1991,"Vocational Studies and Home Economics",41554,33604,NA,0.552888581388541
"2590",1991,"Other Non-sciences or Unknown Disciplines",162323,155629,NA,0.510526746175523
"2643",1992,"Aerospace Engineering",434,3749,NA,0.103753287114511
"2644",1992,"Chemical Engineering",1622,4360,NA,0.271146773654296
"2645",1992,"Civil Engineering",2281,11257,NA,0.168488698478357
"2646",1992,"Electrical Engineering",3640,26817,NA,0.119512755688348
"2647",1992,"Mechanical Engineering",1994,17340,NA,0.103134374676735
"2648",1992,"Materials Engineering",451,1934,NA,0.189098532494759
"2649",1992,"Industrial Engineering",1657,5088,NA,0.245663454410675
"2650",1992,"Other Engineering",2161,10809,NA,0.166615265998458
"2651",1992,"Astronomy",90,259,NA,0.257879656160458
"2652",1992,"Chemistry",5050,8144,NA,0.382749734727907
"2653",1992,"Physics",1153,6299,NA,0.154723564143854
"2654",1992,"Other Physical Sciences",739,1109,NA,0.399891774891775
"2655",1992,"Atmospheric Sciences",147,609,NA,0.194444444444444
"2656",1992,"Earth Sciences",1283,2911,NA,0.305913209346686
"2657",1992,"Oceanography",151,327,NA,0.315899581589958
"2658",1992,"Mathematics and Statistics",8956,11550,NA,0.436750219447966
"2659",1992,"Computer Science",17877,32434,NA,0.355329848343305
"2660",1992,"Agricultural Sciences",7260,10956,NA,0.398550724637681
"2661",1992,"Biological Sciences",27880,26877,NA,0.509158646383111
"2662",1992,"Medical Sciences",16971,21003,NA,0.446911044398799
"2663",1992,"Other Life Sciences",111812,16595,NA,0.870762497371639
"2664",1992,"Psychology",56885,21805,NA,0.722899987291905
"2665",1992,"Economics",8402,20358,NA,0.292141863699583
"2666",1992,"Political Science and Public Administration",26877,33406,NA,0.445847087902062
"2667",1992,"Sociology",14769,7049,NA,0.676918140984508
"2668",1992,"Anthropology",3966,2138,NA,0.649737876802097
"2669",1992,"Linguistics",895,497,NA,0.642959770114943
"2670",1992,"History of Science",18,9,NA,0.666666666666667
"2671",1992,"Area and Ethnic Studies",4125,2794,NA,0.596184419713832
"2672",1992,"Other Social Sciences",10560,10238,NA,0.507741128954707
"2673",1992,"Science Technologies",480,958,NA,0.333796940194715
"2674",1992,"Engineering Technologies",8703,64098,NA,0.119545061194214
"2675",1992,"Health Technologies",68389,18553,NA,0.786604863012123
"2676",1992,"Other Science and Engineering Technologies",42,316,NA,0.11731843575419
"2677",1992,"Interdisciplinary or Other Sciences",4966,4504,NA,0.524392819429778
"2678",1992,"History",12064,18719,NA,0.39190462268135
"2679",1992,"English and Literature",41729,21136,NA,0.663787481110316
"2680",1992,"Foreign Languages",12190,5224,NA,0.700011485012059
"2681",1992,"Other Humanities",2630,4586,NA,0.364467849223947
"2682",1992,"Religion and Theology",5573,13201,NA,0.296846702886971
"2683",1992,"Arts and Music",44805,28881,NA,0.608053090139239
"2684",1992,"Architecture and Environmental Design",4815,8375,NA,0.365049279757392
"2685",1992,"Science Education",1502,1055,NA,0.587407117716074
"2686",1992,"Mathematics Education",1835,985,NA,0.650709219858156
"2687",1992,"Social Science Education",621,646,NA,0.490134175217048
"2688",1992,"Other Science/Technical Education",3276,3535,NA,0.480986639260021
"2689",1992,"Non-Science Education",170731,49955,NA,0.773637657123696
"2690",1992,"Business and Management",263927,239274,NA,0.524496175484548
"2691",1992,"Communication and Librarianship",41847,25333,NA,0.622908603751116
"2692",1992,"Law",18609,24863,NA,0.428068641884431
"2693",1992,"Social Service Professions",23839,4562,NA,0.839371853103764
"2694",1992,"Vocational Studies and Home Economics",44356,35968,NA,0.552213535182511
"2695",1992,"Other Non-sciences or Unknown Disciplines",164728,164251,NA,0.500724970286857
"2749",1993,"Aerospace Engineering",430,3583,NA,0.107151756790431
"2750",1993,"Chemical Engineering",1905,4951,NA,0.277858809801634
"2751",1993,"Civil Engineering",2721,12377,NA,0.180222546032587
"2752",1993,"Electrical Engineering",3483,26963,NA,0.114399264271169
"2753",1993,"Mechanical Engineering",2105,17974,NA,0.104835898202102
"2754",1993,"Materials Engineering",508,2092,NA,0.195384615384615
"2755",1993,"Industrial Engineering",1645,5091,NA,0.244210213776722
"2756",1993,"Other Engineering",2274,11300,NA,0.167526152939443
"2757",1993,"Astronomy",95,309,NA,0.235148514851485
"2758",1993,"Chemistry",5257,8280,NA,0.388343059762133
"2759",1993,"Physics",1190,6069,NA,0.163934426229508
"2760",1993,"Other Physical Sciences",809,1169,NA,0.408998988877654
"2761",1993,"Atmospheric Sciences",130,602,NA,0.177595628415301
"2762",1993,"Earth Sciences",1320,3199,NA,0.29210002212879
"2763",1993,"Oceanography",174,383,NA,0.312387791741472
"2764",1993,"Mathematics and Statistics",9145,11473,NA,0.443544475700844
"2765",1993,"Computer Science",18390,33862,NA,0.351948250784659
"2766",1993,"Agricultural Sciences",8643,12740,NA,0.404199597811345
"2767",1993,"Biological Sciences",30116,29022,NA,0.509249551895566
"2768",1993,"Medical Sciences",18913,21372,NA,0.469479955318357
"2769",1993,"Other Life Sciences",118565,18867,NA,0.862717562139822
"2770",1993,"Psychology",60092,22732,NA,0.725538491258572
"2771",1993,"Economics",7958,19022,NA,0.294959229058562
"2772",1993,"Political Science and Public Administration",27653,34085,NA,0.447908905374324
"2773",1993,"Sociology",15821,7623,NA,0.674842177102883
"2774",1993,"Anthropology",4166,2430,NA,0.631594906003639
"2775",1993,"Linguistics",894,470,NA,0.655425219941349
"2776",1993,"History of Science",11,19,NA,0.366666666666667
"2777",1993,"Area and Ethnic Studies",4339,3032,NA,0.588658255324922
"2778",1993,"Other Social Sciences",11530,10731,NA,0.517946183909079
"2779",1993,"Science Technologies",474,778,NA,0.378594249201278
"2780",1993,"Engineering Technologies",8763,65435,NA,0.11810291382517
"2781",1993,"Health Technologies",77684,21810,NA,0.780790801455364
"2782",1993,"Other Science and Engineering Technologies",110,1223,NA,0.0825206301575394
"2783",1993,"Interdisciplinary or Other Sciences",5066,4555,NA,0.526556491009251
"2784",1993,"History",12149,19718,NA,0.381240782000188
"2785",1993,"English and Literature",42564,22137,NA,0.657856911021468
"2786",1993,"Foreign Languages",12768,5528,NA,0.69785745518146
"2787",1993,"Other Humanities",2410,4598,NA,0.343892694063927
"2788",1993,"Religion and Theology",6082,14264,NA,0.298928536321636
"2789",1993,"Arts and Music",45682,29832,NA,0.604947426967185
"2790",1993,"Architecture and Environmental Design",5093,8643,NA,0.370777518928363
"2791",1993,"Science Education",1498,1057,NA,0.586301369863014
"2792",1993,"Mathematics Education",1974,1030,NA,0.657123834886818
"2793",1993,"Social Science Education",663,775,NA,0.46105702364395
"2794",1993,"Other Science/Technical Education",3137,3431,NA,0.477618757612667
"2795",1993,"Non-Science Education",173367,52054,NA,0.769080964062798
"2796",1993,"Business and Management",266189,243428,NA,0.522331476383245
"2797",1993,"Communication and Librarianship",41618,25989,NA,0.615587143343145
"2798",1993,"Law",19058,25751,NA,0.425316342699011
"2799",1993,"Social Service Professions",25525,5033,NA,0.835296812618627
"2800",1993,"Vocational Studies and Home Economics",46963,42562,NA,0.524579726333426
"2801",1993,"Other Non-sciences or Unknown Disciplines",167408,163964,NA,0.50519657665705
"2855",1994,"Aerospace Engineering",408,3206,NA,0.11289429994466
"2856",1994,"Chemical Engineering",2076,5553,NA,0.272119543845851
"2857",1994,"Civil Engineering",3064,13422,NA,0.185854664563872
"2858",1994,"Electrical Engineering",3596,25579,NA,0.123256212510711
"2859",1994,"Mechanical Engineering",2242,18508,NA,0.108048192771084
"2860",1994,"Materials Engineering",508,2084,NA,0.195987654320988
"2861",1994,"Industrial Engineering",1627,5152,NA,0.240005900575306
"2862",1994,"Other Engineering",2420,11701,NA,0.171375964875009
"2863",1994,"Astronomy",94,301,NA,0.237974683544304
"2864",1994,"Chemistry",5630,8778,NA,0.390755136035536
"2865",1994,"Physics",1213,6364,NA,0.160089745281774
"2866",1994,"Other Physical Sciences",905,1154,NA,0.439533754249636
"2867",1994,"Atmospheric Sciences",164,650,NA,0.201474201474201
"2868",1994,"Earth Sciences",1515,3396,NA,0.308491142333537
"2869",1994,"Oceanography",160,335,NA,0.323232323232323
"2870",1994,"Mathematics and Statistics",8865,11565,NA,0.433920704845815
"2871",1994,"Computer Science",17931,34127,NA,0.344442736947251
"2872",1994,"Agricultural Sciences",8791,13545,NA,0.393579871060172
"2873",1994,"Biological Sciences",32941,31505,NA,0.511141110386991
"2874",1994,"Medical Sciences",20314,21892,NA,0.481305975453727
"2875",1994,"Other Life Sciences",128600,21646,NA,0.855929608774942
"2876",1994,"Psychology",63047,23855,NA,0.725495385606775
"2877",1994,"Economics",7430,17823,NA,0.29422246861759
"2878",1994,"Political Science and Public Administration",27424,32878,NA,0.454777619316109
"2879",1994,"Sociology",16877,8173,NA,0.67373253493014
"2880",1994,"Anthropology",4481,2680,NA,0.625750593492529
"2881",1994,"Linguistics",973,502,NA,0.659661016949153
"2882",1994,"History of Science",17,30,NA,0.361702127659574
"2883",1994,"Area and Ethnic Studies",4534,3066,NA,0.596578947368421
"2884",1994,"Other Social Sciences",12106,11337,NA,0.516401484451649
"2885",1994,"Science Technologies",531,827,NA,0.391016200294551
"2886",1994,"Engineering Technologies",9527,66400,NA,0.125475785952296
"2887",1994,"Health Technologies",85779,24844,NA,0.775417408676315
"2888",1994,"Other Science and Engineering Technologies",146,1424,NA,0.0929936305732484
"2889",1994,"Interdisciplinary or Other Sciences",5410,4406,NA,0.551140994295028
"2890",1994,"History",11939,19850,NA,0.375570165780616
"2891",1994,"English and Literature",41175,21269,NA,0.659390814169496
"2892",1994,"Foreign Languages",12626,5715,NA,0.688403031459571
"2893",1994,"Other Humanities",2362,4421,NA,0.348223499926286
"2894",1994,"Religion and Theology",6119,15633,NA,0.28130746598014
"2895",1994,"Arts and Music",46834,31837,NA,0.595314664870155
"2896",1994,"Architecture and Environmental Design",5175,8524,NA,0.377764800350391
"2897",1994,"Science Education",1465,1017,NA,0.590249798549557
"2898",1994,"Mathematics Education",1836,1073,NA,0.631144723272602
"2899",1994,"Social Science Education",751,782,NA,0.489889106327462
"2900",1994,"Other Science/Technical Education",3307,3310,NA,0.499773311168203
"2901",1994,"Non-Science Education",175868,54851,NA,0.762260585387419
"2902",1994,"Business and Management",268169,240150,NA,0.527560449245454
"2903",1994,"Communication and Librarianship",39865,25718,NA,0.607855694311026
"2904",1994,"Law",19281,25367,NA,0.431844651496148
"2905",1994,"Social Service Professions",27295,5414,NA,0.834479806781008
"2906",1994,"Vocational Studies and Home Economics",50412,44612,NA,0.530518605825897
"2907",1994,"Other Non-sciences or Unknown Disciplines",170820,166880,NA,0.505833580100681
"2961",1995,"Aerospace Engineering",341,2492,NA,0.120367102012001
"2962",1995,"Chemical Engineering",2442,6005,NA,0.289096720729253
"2963",1995,"Civil Engineering",3479,13887,NA,0.200333985949557
"2964",1995,"Electrical Engineering",3583,24746,NA,0.126478167249109
"2965",1995,"Mechanical Engineering",2229,18481,NA,0.107629164654756
"2966",1995,"Materials Engineering",527,1961,NA,0.211816720257235
"2967",1995,"Industrial Engineering",1613,5225,NA,0.235887686458029
"2968",1995,"Other Engineering",2498,11688,NA,0.176089101931482
"2969",1995,"Astronomy",108,298,NA,0.266009852216749
"2970",1995,"Chemistry",6003,8756,NA,0.406734873636425
"2971",1995,"Physics",1155,6067,NA,0.159927997784547
"2972",1995,"Other Physical Sciences",949,1258,NA,0.429995468962392
"2973",1995,"Atmospheric Sciences",165,676,NA,0.196195005945303
"2974",1995,"Earth Sciences",1845,3651,NA,0.335698689956332
"2975",1995,"Oceanography",168,328,NA,0.338709677419355
"2976",1995,"Mathematics and Statistics",8700,11157,NA,0.43813264843632
"2977",1995,"Computer Science",18767,35149,NA,0.348078492469768
"2978",1995,"Agricultural Sciences",9418,14727,NA,0.390060053841375
"2979",1995,"Biological Sciences",36092,33461,NA,0.518913634207008
"2980",1995,"Medical Sciences",20782,22302,NA,0.482360040850432
"2981",1995,"Other Life Sciences",133556,24450,NA,0.845259040795919
"2982",1995,"Psychology",66143,25332,NA,0.723071877562176
"2983",1995,"Economics",7082,16132,NA,0.305074523994141
"2984",1995,"Political Science and Public Administration",26649,31138,NA,0.461159084223095
"2985",1995,"Sociology",17239,8507,NA,0.66957974054222
"2986",1995,"Anthropology",4664,2732,NA,0.630611141157382
"2987",1995,"Linguistics",938,452,NA,0.674820143884892
"2988",1995,"History of Science",23,30,NA,0.433962264150943
"2989",1995,"Area and Ethnic Studies",4277,3046,NA,0.584050252628704
"2990",1995,"Other Social Sciences",12016,11346,NA,0.514339525725537
"2991",1995,"Science Technologies",447,777,NA,0.365196078431373
"2992",1995,"Engineering Technologies",9115,61661,NA,0.12878659432576
"2993",1995,"Health Technologies",90825,25440,NA,0.781189523932396
"2994",1995,"Other Science and Engineering Technologies",159,1519,NA,0.0947556615017878
"2995",1995,"Interdisciplinary or Other Sciences",5656,4497,NA,0.557076726090811
"2996",1995,"History",11724,19261,NA,0.378376633855091
"2997",1995,"English and Literature",39807,20821,NA,0.656577818829584
"2998",1995,"Foreign Languages",12164,5717,NA,0.680275152396398
"2999",1995,"Other Humanities",2177,4217,NA,0.340475445730372
"3000",1995,"Religion and Theology",6228,14760,NA,0.296740994854202
"3001",1995,"Arts and Music",45399,31464,NA,0.590648296319426
"3002",1995,"Architecture and Environmental Design",5006,8320,NA,0.375656611136125
"3003",1995,"Science Education",1501,1102,NA,0.576642335766423
"3004",1995,"Mathematics Education",1745,1033,NA,0.628149748020158
"3005",1995,"Social Science Education",711,855,NA,0.454022988505747
"3006",1995,"Other Science/Technical Education",3572,3348,NA,0.516184971098266
"3007",1995,"Non-Science Education",175860,57626,NA,0.753192910923995
"3008",1995,"Business and Management",259958,230406,NA,0.530132717736212
"3009",1995,"Communication and Librarianship",38583,26291,NA,0.594737491136665
"3010",1995,"Law",18828,25137,NA,0.428249744114637
"3011",1995,"Social Service Professions",29114,5752,NA,0.835025526300694
"3012",1995,"Vocational Studies and Home Economics",53439,49788,NA,0.517684326774972
"3013",1995,"Other Non-sciences or Unknown Disciplines",175669,171786,NA,0.50558777395634
"3067",1996,"Aerospace Engineering",362,2312,NA,0.135377711293942
"3068",1996,"Chemical Engineering",2618,6291,NA,0.293860141430015
"3069",1996,"Civil Engineering",3626,14337,NA,0.201859377609531
"3070",1996,"Electrical Engineering",3382,23494,NA,0.125837178151511
"3071",1996,"Mechanical Engineering",2273,17417,NA,0.115439309294058
"3072",1996,"Materials Engineering",479,1862,NA,0.204613413071337
"3073",1996,"Industrial Engineering",1794,5300,NA,0.252889765999436
"3074",1996,"Other Engineering",2658,11502,NA,0.18771186440678
"3075",1996,"Astronomy",109,284,NA,0.27735368956743
"3076",1996,"Chemistry",6491,9165,NA,0.414601430761369
"3077",1996,"Physics",1195,5802,NA,0.170787480348721
"3078",1996,"Other Physical Sciences",1035,1285,NA,0.446120689655172
"3079",1996,"Atmospheric Sciences",159,674,NA,0.190876350540216
"3080",1996,"Earth Sciences",1808,3698,NA,0.328369051943335
"3081",1996,"Oceanography",187,316,NA,0.371769383697813
"3082",1996,"Mathematics and Statistics",8043,10764,NA,0.42765991386186
"3083",1996,"Computer Science",18996,35933,NA,0.345828251014947
"3084",1996,"Agricultural Sciences",9292,14438,NA,0.39157184997893
"3085",1996,"Biological Sciences",39838,36337,NA,0.5229799803085
"3086",1996,"Medical Sciences",21972,22146,NA,0.498028015775874
"3087",1996,"Other Life Sciences",137831,26453,NA,0.838980058922354
"3088",1996,"Psychology",67032,25375,NA,0.72539959094008
"3089",1996,"Economics",6735,15507,NA,0.302805503102239
"3090",1996,"Political Science and Public Administration",26814,29652,NA,0.474869833173945
"3091",1996,"Sociology",18217,8833,NA,0.673456561922366
"3092",1996,"Anthropology",4985,2991,NA,0.625
"3093",1996,"Linguistics",941,497,NA,0.654381084840056
"3094",1996,"History of Science",16,22,NA,0.421052631578947
"3095",1996,"Area and Ethnic Studies",4456,3003,NA,0.59739911516289
"3096",1996,"Other Social Sciences",12652,11094,NA,0.532805525141076
"3097",1996,"Science Technologies",533,743,NA,0.417711598746081
"3098",1996,"Engineering Technologies",9637,62130,NA,0.134281772959717
"3099",1996,"Health Technologies",103966,27256,NA,0.792290926826294
"3100",1996,"Other Science and Engineering Technologies",46,653,NA,0.0658082975679542
"3101",1996,"Interdisciplinary or Other Sciences",5829,4491,NA,0.564825581395349
"3102",1996,"History",11743,18400,NA,0.389576352718707
"3103",1996,"English and Literature",38835,20135,NA,0.65855519755808
"3104",1996,"Foreign Languages",12388,5613,NA,0.688183989778346
"3105",1996,"Other Humanities",1814,4220,NA,0.300629764666888
"3106",1996,"Religion and Theology",6233,14513,NA,0.300443458980044
"3107",1996,"Arts and Music",45640,33493,NA,0.576750533911263
"3108",1996,"Architecture and Environmental Design",5021,7936,NA,0.387512541483368
"3109",1996,"Science Education",1468,1099,NA,0.571873782625633
"3110",1996,"Mathematics Education",1627,1091,NA,0.59860191317145
"3111",1996,"Social Science Education",650,822,NA,0.441576086956522
"3112",1996,"Other Science/Technical Education",3700,3172,NA,0.538416763678696
"3113",1996,"Non-Science Education",178731,60189,NA,0.748078854846811
"3114",1996,"Business and Management",264270,224325,NA,0.540877413808983
"3115",1996,"Communication and Librarianship",37498,24161,NA,0.608151283673105
"3116",1996,"Law",19498,25114,NA,0.437057294001614
"3117",1996,"Social Service Professions",30358,5880,NA,0.837739389591037
"3118",1996,"Vocational Studies and Home Economics",52602,49252,NA,0.516445107703183
"3119",1996,"Other Non-sciences or Unknown Disciplines",181178,170757,NA,0.514805290749712
"3173",1997,"Aerospace Engineering",293,1884,NA,0.134588883785025
"3174",1997,"Chemical Engineering",2733,6330,NA,0.301555776233035
"3175",1997,"Civil Engineering",3815,14001,NA,0.214133363268972
"3176",1997,"Electrical Engineering",3345,22380,NA,0.13002915451895
"3177",1997,"Mechanical Engineering",2156,16529,NA,0.115386673802515
"3178",1997,"Materials Engineering",538,1841,NA,0.226145439260193
"3179",1997,"Industrial Engineering",1752,5599,NA,0.238334920418991
"3180",1997,"Other Engineering",2656,11028,NA,0.19409529377375
"3181",1997,"Astronomy",101,237,NA,0.298816568047337
"3182",1997,"Chemistry",6651,9176,NA,0.420231250394895
"3183",1997,"Physics",1119,5334,NA,0.173407717340772
"3184",1997,"Other Physical Sciences",1068,1208,NA,0.469244288224956
"3185",1997,"Atmospheric Sciences",164,631,NA,0.206289308176101
"3186",1997,"Earth Sciences",1914,3608,NA,0.346613545816733
"3187",1997,"Oceanography",176,304,NA,0.366666666666667
"3188",1997,"Mathematics and Statistics",8020,10316,NA,0.43739092495637
"3189",1997,"Computer Science",20073,37604,NA,0.348024342458866
"3190",1997,"Agricultural Sciences",10041,14471,NA,0.409636096605744
"3191",1997,"Biological Sciences",42683,37024,NA,0.53549876422397
"3192",1997,"Medical Sciences",22071,22159,NA,0.499005200090436
"3193",1997,"Other Life Sciences",139244,27057,NA,0.837301038478422
"3194",1997,"Psychology",69287,24988,NA,0.734945637761867
"3195",1997,"Economics",6771,15122,NA,0.309276937834011
"3196",1997,"Political Science and Public Administration",26263,27879,NA,0.48507628089099
"3197",1997,"Sociology",18755,8897,NA,0.678251121076233
"3198",1997,"Anthropology",5374,3106,NA,0.63372641509434
"3199",1997,"Linguistics",941,508,NA,0.649413388543823
"3200",1997,"History of Science",29,32,NA,0.475409836065574
"3201",1997,"Area and Ethnic Studies",4458,2987,NA,0.598791134989926
"3202",1997,"Other Social Sciences",13112,11245,NA,0.538325737980868
"3203",1997,"Science Technologies",523,689,NA,0.431518151815181
"3204",1997,"Engineering Technologies",9605,60013,NA,0.137967192392772
"3205",1997,"Health Technologies",106049,26639,NA,0.799235801278186
"3206",1997,"Other Science and Engineering Technologies",39,657,NA,0.0560344827586207
"3207",1997,"Interdisciplinary or Other Sciences",6223,4561,NA,0.577058605341246
"3208",1997,"History",11412,18090,NA,0.386821232458816
"3209",1997,"English and Literature",38139,19469,NA,0.662043466185252
"3210",1997,"Foreign Languages",12093,5504,NA,0.687219412399841
"3211",1997,"Other Humanities",1924,4114,NA,0.318648559125538
"3212",1997,"Religion and Theology",6617,14329,NA,0.315907571851427
"3213",1997,"Arts and Music",45896,33939,NA,0.57488570175988
"3214",1997,"Architecture and Environmental Design",5015,7672,NA,0.395286513754237
"3215",1997,"Science Education",1475,1074,NA,0.578658297371518
"3216",1997,"Mathematics Education",1575,943,NA,0.62549642573471
"3217",1997,"Social Science Education",707,907,NA,0.438042131350682
"3218",1997,"Other Science/Technical Education",3856,3018,NA,0.560954320628455
"3219",1997,"Non-Science Education",182137,61328,NA,0.748103423490029
"3220",1997,"Business and Management",267160,226122,NA,0.541596895893221
"3221",1997,"Communication and Librarianship",37361,24035,NA,0.608524985341065
"3222",1997,"Law",19656,25245,NA,0.437763078773301
"3223",1997,"Social Service Professions",31557,5968,NA,0.840959360426382
"3224",1997,"Vocational Studies and Home Economics",56621,49934,NA,0.531378161512834
"3225",1997,"Other Non-sciences or Unknown Disciplines",197672,180415,NA,0.522821467016851
"3279",1998,"Aerospace Engineering",293,1753,NA,0.143206256109482
"3280",1998,"Chemical Engineering",2680,6161,NA,0.303133129736455
"3281",1998,"Civil Engineering",3897,13252,NA,0.227243571053706
"3282",1998,"Electrical Engineering",3593,22903,NA,0.135605374396135
"3283",1998,"Mechanical Engineering",2191,15840,NA,0.121512949919583
"3284",1998,"Materials Engineering",477,1787,NA,0.210689045936396
"3285",1998,"Industrial Engineering",1776,5840,NA,0.233193277310924
"3286",1998,"Other Engineering",2760,10651,NA,0.205801207963612
"3287",1998,"Astronomy",114,274,NA,0.293814432989691
"3288",1998,"Chemistry",6947,8850,NA,0.439767044375514
"3289",1998,"Physics",1176,5280,NA,0.182156133828996
"3290",1998,"Other Physical Sciences",1080,1164,NA,0.481283422459893
"3291",1998,"Atmospheric Sciences",181,548,NA,0.248285322359396
"3292",1998,"Earth Sciences",1952,3379,NA,0.36616019508535
"3293",1998,"Oceanography",181,290,NA,0.384288747346072
"3294",1998,"Mathematics and Statistics",7815,9964,NA,0.439563530007312
"3295",1998,"Computer Science",22800,43105,NA,0.345952507397011
"3296",1998,"Agricultural Sciences",10661,14639,NA,0.421383399209486
"3297",1998,"Biological Sciences",44168,36959,NA,0.544430337618795
"3298",1998,"Medical Sciences",23043,22256,NA,0.508686725976291
"3299",1998,"Other Life Sciences",135529,26097,NA,0.838534641703686
"3300",1998,"Psychology",69094,24641,NA,0.737120605963621
"3301",1998,"Economics",7162,15337,NA,0.318325258900396
"3302",1998,"Political Science and Public Administration",25471,27111,NA,0.484405309801833
"3303",1998,"Sociology",19037,8854,NA,0.682549926499588
"3304",1998,"Anthropology",5543,3147,NA,0.637859608745685
"3305",1998,"Linguistics",1002,472,NA,0.679782903663501
"3306",1998,"History of Science",33,46,NA,0.417721518987342
"3307",1998,"Area and Ethnic Studies",4699,2992,NA,0.610973865557145
"3308",1998,"Other Social Sciences",13271,11122,NA,0.544049522403968
"3309",1998,"Science Technologies",544,580,NA,0.483985765124555
"3310",1998,"Engineering Technologies",9956,60666,NA,0.140975899861233
"3311",1998,"Health Technologies",103440,26465,NA,0.796274200377199
"3312",1998,"Other Science and Engineering Technologies",1,24,NA,0.04
"3313",1998,"Interdisciplinary or Other Sciences",6045,4429,NA,0.577143402711476
"3314",1998,"History",11805,18195,NA,0.3935
"3315",1998,"English and Literature",38717,19252,NA,0.667891459228208
"3316",1998,"Foreign Languages",12358,5675,NA,0.685299173737038
"3317",1998,"Other Humanities",1996,4374,NA,0.313343799058085
"3318",1998,"Religion and Theology",6840,14420,NA,0.32173095014111
"3319",1998,"Arts and Music",48110,35366,NA,0.576333317360678
"3320",1998,"Architecture and Environmental Design",4866,7789,NA,0.384512050572896
"3321",1998,"Science Education",1580,1089,NA,0.591982015736231
"3322",1998,"Mathematics Education",1615,967,NA,0.625484120836561
"3323",1998,"Social Science Education",799,930,NA,0.462116830537883
"3324",1998,"Other Science/Technical Education",4057,3054,NA,0.570524539445929
"3325",1998,"Non-Science Education",187067,61973,NA,0.751152425313203
"3326",1998,"Business and Management",267939,229148,NA,0.539018320736611
"3327",1998,"Communication and Librarianship",39581,24564,NA,0.617055109517499
"3328",1998,"Law",19617,24683,NA,0.442821670428894
"3329",1998,"Social Service Professions",32242,5874,NA,0.84589148913842
"3330",1998,"Vocational Studies and Home Economics",58187,51070,NA,0.532569995515161
"3331",1998,"Other Non-sciences or Unknown Disciplines",195112,170025,NA,0.534352859337728
"3385",1999,"Aerospace Engineering",286,1640,NA,0.148494288681205
"3386",1999,"Chemical Engineering",2658,5720,NA,0.317259489138219
"3387",1999,"Civil Engineering",3753,12251,NA,0.234503874031492
"3388",1999,"Electrical Engineering",3773,22826,NA,0.141847437873604
"3389",1999,"Mechanical Engineering",2216,15208,NA,0.127180899908173
"3390",1999,"Materials Engineering",503,1651,NA,0.233519034354689
"3391",1999,"Industrial Engineering",1965,5404,NA,0.266657619758448
"3392",1999,"Other Engineering",2892,10482,NA,0.21624046657694
"3393",1999,"Astronomy",121,262,NA,0.315926892950392
"3394",1999,"Chemistry",6634,8541,NA,0.437166392092257
"3395",1999,"Physics",1190,4885,NA,0.195884773662551
