"coverage","age","wage","cit","mar","educ","race"
"Coverage",55,0,"Citizen","Married","Graduate Degree","Two or More"
"Coverage",57,40000,"Citizen","Married","Less than HS","White"
"Coverage",21,3200,"Citizen","Never Married","HS Degree","White"
"Coverage",80,0,"Citizen","Married","HS Degree","White"
"Coverage",69,42000,"Citizen","Married","HS Degree","Asian"
"Coverage",23,21000,"Citizen","Married","Graduate Degree","White"
"Coverage",58,23000,"Citizen","Married","HS Degree","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",74,0,"Citizen","Married","HS Degree","White"
"Coverage",85,0,"Citizen","Married","HS Degree","White"
"Coverage",64,0,"Citizen","Married","HS Degree","White"
"Coverage",73,0,"Citizen","Divorced","Less than HS","Black"
"Coverage",88,0,"Citizen","Married","HS Degree","White"
"Coverage",17,0,"Citizen","Never Married","Less than HS","White"
"Coverage",60,0,"Citizen","Married","HS Degree","White"
"Coverage",44,65000,"Citizen","Never Married","HS Degree","White"
"Coverage",57,165000,"Non-citizen","Married","Undergraduate Degree","White"
"Coverage",58,28000,"Citizen","Married","Graduate Degree","White"
"Coverage",71,24000,"Citizen","Never Married","HS Degree","White"
"Coverage",44,0,"Citizen","Married","HS Degree","White"
"Coverage",74,0,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",57,42000,"Citizen","Widowed","HS Degree","Black"
"Coverage",66,0,"Citizen","Married","HS Degree","White"
"Coverage",25,25000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",72,0,"Citizen","Married","HS Degree","White"
"Coverage",70,0,"Citizen","Married","Graduate Degree","White"
"Coverage",50,19000,"Citizen","Married","HS Degree","White"
"Coverage",40,50000,"Citizen","Married","HS Degree","Asian"
"Coverage",16,250,"Citizen","Never Married","Less than HS","White"
"Coverage",80,0,"Citizen","Widowed","HS Degree","White"
"Coverage",61,0,"Citizen","Married","HS Degree","Black"
"Coverage",56,27000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",83,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",39,140000,"Citizen","Married","HS Degree","White"
"Coverage",62,6000,"Citizen","Never Married","HS Degree","White"
"Coverage",19,0,"Citizen","Never Married","HS Degree","White"
"Coverage",40,45000,"Citizen","Married","HS Degree","White"
"Coverage",47,0,"Citizen","Married","HS Degree","White"
"Coverage",17,0,"Citizen","Never Married","HS Degree","White"
"Coverage",54,175000,"Citizen","Married","HS Degree","White"
"Coverage",34,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",24,0,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",55,0,"Citizen","Married","HS Degree","White"
"Coverage",28,16000,"Non-citizen","Married","Less than HS","White"
"Coverage",63,0,"Citizen","Married","HS Degree","White"
"Coverage",55,0,"Citizen","Never Married","Less than HS","White"
"Coverage",71,900,"Citizen","Widowed","HS Degree","White"
"Coverage",66,0,"Citizen","Never Married","HS Degree","White"
"Coverage",45,36000,"Citizen","Divorced","HS Degree","Black"
"Coverage",21,35000,"Citizen","Never Married","HS Degree","White"
"Coverage",58,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",36,93000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",54,25000,"Citizen","Married","HS Degree","White"
"Coverage",18,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",68,25000,"Citizen","Married","HS Degree","White"
"Coverage",56,0,"Citizen","Married","HS Degree","White"
"Coverage",77,0,"Citizen","Married","Less than HS","Black"
"Coverage",20,5600,"Citizen","Married","HS Degree","White"
"Coverage",75,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",73,0,"Citizen","Divorced","HS Degree","White"
"Coverage",24,16000,"Citizen","Married","HS Degree","White"
"Coverage",60,115000,"Citizen","Married","HS Degree","White"
"Coverage",45,22400,"Citizen","Separated","Undergraduate Degree","Black"
"Coverage",58,13000,"Citizen","Married","HS Degree","White"
"Coverage",25,5000,"Citizen","Never Married","HS Degree","Black"
"Coverage",56,0,"Citizen","Widowed","Less than HS","Black"
"Coverage",55,60000,"Citizen","Married","HS Degree","White"
"Coverage",27,32700,"Citizen","Married","HS Degree","White"
"Coverage",41,133000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",70,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",41,48000,"Citizen","Married","HS Degree","White"
"Coverage",69,60000,"Citizen","Married","HS Degree","White"
"Coverage",45,5400,"Citizen","Married","HS Degree","White"
"Coverage",33,150000,"Citizen","Married","Graduate Degree","White"
"Coverage",29,61000,"Citizen","Married","HS Degree","White"
"Coverage",60,10000,"Citizen","Widowed","HS Degree","Black"
"Coverage",31,10000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",26,55000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",47,15000,"Citizen","Married","Less than HS","White"
"Coverage",27,18000,"Citizen","Never Married","HS Degree","Amer. Ind."
"Coverage",36,52000,"Citizen","Married","HS Degree","White"
"Coverage",23,46000,"Citizen","Never Married","HS Degree","White"
"Coverage",61,30000,"Citizen","Divorced","HS Degree","White"
"Coverage",47,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",39,0,"Citizen","Married","Graduate Degree","White"
"Coverage",79,0,"Citizen","Married","HS Degree","Black"
"Coverage",50,100000,"Citizen","Never Married","Graduate Degree","White"
"Coverage",43,109000,"Citizen","Married","Graduate Degree","Other"
"Coverage",20,4000,"Citizen","Never Married","HS Degree","White"
"Coverage",60,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",23,24000,"Citizen","Never Married","HS Degree","Black"
"Coverage",56,28000,"Citizen","Divorced","HS Degree","Black"
"Coverage",61,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",38,0,"Citizen","Never Married","HS Degree","Two or More"
"Coverage",71,0,"Citizen","Widowed","HS Degree","Black"
"Coverage",48,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",60,0,"Citizen","Married","Less than HS","White"
"Coverage",23,0,"Citizen","Never Married","HS Degree","White"
"Coverage",73,0,"Citizen","Widowed","Undergraduate Degree","White"
"Coverage",75,0,"Citizen","Widowed","Undergraduate Degree","Two or More"
"Coverage",49,16000,"Citizen","Married","HS Degree","White"
"Coverage",71,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",48,48000,"Citizen","Divorced","Undergraduate Degree","Black"
"Coverage",53,0,"Non-citizen","Married","HS Degree","Asian"
"Coverage",71,3000,"Citizen","Married","Less than HS","White"
"Coverage",52,36000,"Citizen","Married","HS Degree","Black"
"Coverage",41,39000,"Citizen","Never Married","HS Degree","White"
"Coverage",27,62000,"Citizen","Never Married","Graduate Degree","Two or More"
"Coverage",24,2400,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",73,0,"Citizen","Divorced","HS Degree","White"
"Coverage",39,10000,"Citizen","Never Married","Less than HS","Other"
"Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"Coverage",30,85000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",35,46300,"Citizen","Married","HS Degree","White"
"Coverage",73,0,"Citizen","Married","HS Degree","White"
"Coverage",52,0,"Citizen","Divorced","HS Degree","White"
"Coverage",82,0,"Citizen","Widowed","HS Degree","White"
"Coverage",58,60000,"Citizen","Married","Less than HS","White"
"Coverage",51,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",60,0,"Citizen","Divorced","Graduate Degree","White"
"Coverage",38,419000,"Citizen","Divorced","HS Degree","White"
"Coverage",50,3000,"Citizen","Married","Graduate Degree","White"
"Coverage",87,1000,"Citizen","Widowed","HS Degree","White"
"Coverage",52,44000,"Citizen","Married","HS Degree","White"
"Coverage",79,0,"Citizen","Widowed","HS Degree","White"
"Coverage",17,300,"Citizen","Never Married","Less than HS","White"
"Coverage",31,12300,"Citizen","Married","HS Degree","White"
"Coverage",51,60000,"Citizen","Married","HS Degree","White"
"Coverage",77,0,"Citizen","Married","HS Degree","White"
"Coverage",56,3800,"Citizen","Married","Undergraduate Degree","Asian"
"Coverage",78,0,"Citizen","Married","Graduate Degree","White"
"Coverage",67,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",40,67000,"Citizen","Married","HS Degree","White"
"Coverage",61,36000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",42,12000,"Citizen","Married","HS Degree","Black"
"Coverage",26,30000,"Citizen","Never Married","HS Degree","White"
"Coverage",92,0,"Citizen","Widowed","HS Degree","White"
"Coverage",44,109000,"Citizen","Married","Graduate Degree","White"
"Coverage",56,0,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",80,0,"Citizen","Widowed","HS Degree","White"
"Coverage",45,62000,"Non-citizen","Married","HS Degree","White"
"Coverage",33,22000,"Citizen","Never Married","Less than HS","Black"
"Coverage",26,18700,"Citizen","Never Married","HS Degree","Black"
"Coverage",52,23000,"Citizen","Married","HS Degree","Black"
"Coverage",18,0,"Citizen","Never Married","Less than HS","White"
"Coverage",20,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",50,139000,"Citizen","Divorced","Graduate Degree","Black"
"Coverage",18,0,"Non-citizen","Married","Less than HS","Asian"
"Coverage",92,0,"Citizen","Divorced","HS Degree","White"
"Coverage",34,0,"Citizen","Never Married","HS Degree","Nat. Hawaiian/Pac. Isl."
"Coverage",43,60000,"Citizen","Married","Graduate Degree","White"
"Coverage",27,15000,"Non-citizen","Married","Undergraduate Degree","Asian"
"Coverage",71,0,"Citizen","Separated","Less than HS","Black"
"Coverage",54,125000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",73,0,"Citizen","Married","Less than HS","Black"
"Coverage",63,0,"Citizen","Widowed","HS Degree","White"
"Coverage",65,0,"Citizen","Divorced","HS Degree","White"
"Coverage",35,32000,"Citizen","Never Married","HS Degree","Black"
"Coverage",72,0,"Citizen","Widowed","Graduate Degree","White"
"Coverage",53,8900,"Citizen","Never Married","HS Degree","Black"
"Coverage",84,0,"Citizen","Married","HS Degree","White"
"Coverage",69,0,"Citizen","Married","HS Degree","Black"
"Coverage",48,60000,"Citizen","Married","HS Degree","White"
"Coverage",35,27400,"Non-citizen","Married","Undergraduate Degree","Black"
"Coverage",64,0,"Citizen","Divorced","Graduate Degree","White"
"Coverage",66,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",69,0,"Citizen","Married","HS Degree","White"
"Coverage",60,0,"Citizen","Divorced","Graduate Degree","Black"
"Coverage",45,700,"Citizen","Married","Undergraduate Degree","White"
"Coverage",76,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"Coverage",53,5000,"Citizen","Married","HS Degree","White"
"Coverage",52,28000,"Non-citizen","Divorced","HS Degree","Asian"
"Coverage",48,121000,"Citizen","Married","HS Degree","White"
"Coverage",26,125000,"Citizen","Never Married","Graduate Degree","White"
"Coverage",66,0,"Non-citizen","Married","Less than HS","Asian"
"Coverage",62,35000,"Citizen","Married","HS Degree","White"
"Coverage",30,17500,"Citizen","Married","HS Degree","White"
"Coverage",52,0,"Citizen","Never Married","Less than HS","White"
"Coverage",61,0,"Non-citizen","Married","Graduate Degree","Black"
"Coverage",24,8500,"Citizen","Never Married","HS Degree","Black"
"Coverage",26,73000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",38,36000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",37,20800,"Citizen","Married","HS Degree","White"
"Coverage",33,0,"Citizen","Married","HS Degree","Black"
"Coverage",51,48000,"Citizen","Married","HS Degree","Black"
"Coverage",51,75000,"Citizen","Married","HS Degree","White"
"Coverage",47,0,"Citizen","Married","Less than HS","White"
"Coverage",81,2400,"Citizen","Married","Less than HS","White"
"Coverage",22,20000,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",52,50000,"Citizen","Married","Graduate Degree","White"
"Coverage",50,23100,"Citizen","Married","HS Degree","Black"
"Coverage",40,170000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",37,37000,"Citizen","Married","Less than HS","White"
"Coverage",75,0,"Citizen","Married","HS Degree","White"
"Coverage",43,59000,"Citizen","Divorced","Graduate Degree","Black"
"Coverage",72,0,"Citizen","Married","Graduate Degree","White"
"Coverage",77,72000,"Citizen","Married","HS Degree","White"
"Coverage",38,500,"Citizen","Married","Graduate Degree","White"
"Coverage",87,0,"Citizen","Married","Graduate Degree","White"
"Coverage",80,0,"Citizen","Married","Less than HS","White"
"Coverage",66,0,"Citizen","Married","Graduate Degree","Black"
"Coverage",65,0,"Citizen","Married","HS Degree","White"
"Coverage",66,1300,"Citizen","Widowed","Undergraduate Degree","Black"
"Coverage",41,120000,"Citizen","Married","HS Degree","White"
"Coverage",57,30000,"Citizen","Married","HS Degree","Black"
"Coverage",67,0,"Citizen","Married","HS Degree","White"
"Coverage",54,0,"Citizen","Married","HS Degree","White"
"Coverage",46,419000,"Citizen","Married","HS Degree","White"
"Coverage",65,0,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",60,0,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",46,80000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",49,35000,"Citizen","Married","HS Degree","White"
"Coverage",35,0,"Citizen","Married","HS Degree","Asian"
"Coverage",56,0,"Citizen","Married","HS Degree","White"
"Coverage",30,0,"Citizen","Married","HS Degree","White"
"Coverage",38,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",56,112000,"Citizen","Divorced","HS Degree","Two or More"
"Coverage",70,0,"Citizen","Separated","Less than HS","Black"
"Coverage",70,0,"Citizen","Married","HS Degree","White"
"Coverage",47,44000,"Citizen","Widowed","Undergraduate Degree","White"
"Coverage",24,6000,"Citizen","Married","HS Degree","White"
"Coverage",48,58000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",53,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",20,11000,"Citizen","Never Married","Less than HS","White"
"Coverage",28,25000,"Citizen","Never Married","Graduate Degree","White"
"Coverage",24,36000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",21,0,"Citizen","Never Married","HS Degree","White"
"Coverage",43,0,"Non-citizen","Married","Undergraduate Degree","Asian"
"Coverage",55,0,"Citizen","Married","HS Degree","White"
"Coverage",42,110000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",78,0,"Citizen","Divorced","HS Degree","White"
"Coverage",49,30000,"Citizen","Married","HS Degree","Black"
"Coverage",92,0,"Citizen","Widowed","Less than HS","White"
"Coverage",88,0,"Citizen","Widowed","Less than HS","Black"
"Coverage",17,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",31,33600,"Citizen","Divorced","HS Degree","White"
"Coverage",61,28000,"Citizen","Married","HS Degree","Black"
"Coverage",29,50000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",73,10000,"Citizen","Divorced","Less than HS","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"Coverage",60,0,"Citizen","Never Married","Graduate Degree","White"
"Coverage",38,23000,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",50,75000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",64,113000,"Citizen","Widowed","Undergraduate Degree","White"
"Coverage",40,52000,"Citizen","Married","Graduate Degree","White"
"Coverage",65,0,"Citizen","Married","Less than HS","Black"
"Coverage",25,0,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",25,18100,"Citizen","Never Married","HS Degree","Black"
"Coverage",65,6900,"Citizen","Married","HS Degree","White"
"Coverage",50,55000,"Citizen","Married","Graduate Degree","White"
"Coverage",73,0,"Citizen","Widowed","HS Degree","White"
"Coverage",17,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",92,0,"Citizen","Widowed","HS Degree","White"
"Coverage",21,45000,"Citizen","Never Married","Less than HS","White"
"Coverage",30,50000,"Citizen","Never Married","HS Degree","White"
"Coverage",53,50000,"Citizen","Married","Less than HS","White"
"Coverage",40,25000,"Non-citizen","Married","HS Degree","White"
"Coverage",72,25000,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",60,11700,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",79,0,"Citizen","Married","HS Degree","White"
"Coverage",65,9800,"Citizen","Never Married","HS Degree","White"
"Coverage",69,0,"Citizen","Married","HS Degree","White"
"Coverage",46,90000,"Citizen","Married","HS Degree","White"
"Coverage",67,0,"Citizen","Married","HS Degree","White"
"Coverage",20,14000,"Citizen","Never Married","HS Degree","Asian"
"Coverage",68,0,"Citizen","Married","Less than HS","Black"
"Coverage",66,0,"Citizen","Married","Graduate Degree","White"
"Coverage",41,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",70,0,"Citizen","Divorced","HS Degree","White"
"Coverage",65,0,"Citizen","Married","Graduate Degree","White"
"Coverage",24,9000,"Citizen","Never Married","HS Degree","Black"
"Coverage",58,10100,"Citizen","Widowed","HS Degree","Black"
"Coverage",52,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",66,3000,"Citizen","Married","Graduate Degree","White"
"Coverage",56,0,"Citizen","Married","Graduate Degree","White"
"Coverage",79,0,"Citizen","Widowed","Less than HS","White"
"Coverage",21,0,"Citizen","Separated","HS Degree","White"
"Coverage",18,1500,"Citizen","Never Married","HS Degree","Black"
"Coverage",58,0,"Citizen","Divorced","HS Degree","Two or More"
"Coverage",48,25000,"Citizen","Married","HS Degree","Black"
"Coverage",62,0,"Citizen","Divorced","HS Degree","White"
"Coverage",40,30000,"Citizen","Married","HS Degree","Black"
"Coverage",37,0,"Citizen","Never Married","Undergraduate Degree","Asian"
"Coverage",19,0,"Citizen","Never Married","HS Degree","White"
"Coverage",39,107000,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",92,0,"Citizen","Widowed","Less than HS","Black"
"Coverage",76,0,"Citizen","Married","Less than HS","White"
"Coverage",25,45000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",72,0,"Citizen","Married","HS Degree","White"
"Coverage",45,36000,"Citizen","Married","HS Degree","White"
"Coverage",31,32000,"Citizen","Divorced","Graduate Degree","White"
"Coverage",62,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",47,26000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",39,75000,"Non-citizen","Married","HS Degree","White"
"Coverage",84,0,"Citizen","Married","Less than HS","White"
"Coverage",32,19200,"Citizen","Married","Undergraduate Degree","White"
"Coverage",28,41000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",51,60000,"Citizen","Married","HS Degree","White"
"Coverage",62,225000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",79,0,"Citizen","Married","Less than HS","White"
"Coverage",38,98000,"Citizen","Never Married","Graduate Degree","Amer. Ind."
"Coverage",64,58000,"Citizen","Divorced","HS Degree","Asian"
"Coverage",47,20800,"Citizen","Married","HS Degree","Black"
"Coverage",64,0,"Citizen","Married","HS Degree","White"
"Coverage",38,0,"Citizen","Divorced","HS Degree","White"
"Coverage",22,0,"Citizen","Never Married","HS Degree","White"
"Coverage",62,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",72,0,"Citizen","Divorced","Less than HS","White"
"Coverage",57,20000,"Citizen","Married","HS Degree","Black"
"Coverage",37,30000,"Citizen","Never Married","HS Degree","Black"
"Coverage",19,0,"Citizen","Never Married","HS Degree","White"
"Coverage",68,0,"Citizen","Married","HS Degree","White"
"Coverage",37,18000,"Citizen","Married","Undergraduate Degree","Asian"
"Coverage",38,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",43,50000,"Citizen","Married","HS Degree","Black"
"Coverage",52,0,"Citizen","Married","HS Degree","White"
"Coverage",60,0,"Citizen","Married","Less than HS","White"
"Coverage",92,0,"Citizen","Married","Less than HS","White"
"Coverage",34,30000,"Citizen","Married","HS Degree","White"
"Coverage",70,400,"Citizen","Married","HS Degree","White"
"Coverage",22,20000,"Citizen","Never Married","HS Degree","White"
"Coverage",38,42000,"Non-citizen","Married","Undergraduate Degree","White"
"Coverage",21,21000,"Citizen","Never Married","HS Degree","White"
"Coverage",43,30000,"Citizen","Married","HS Degree","White"
"Coverage",72,300,"Citizen","Widowed","HS Degree","White"
"Coverage",48,24000,"Citizen","Married","HS Degree","Black"
"Coverage",46,38000,"Citizen","Divorced","Undergraduate Degree","Black"
"Coverage",82,0,"Citizen","Married","HS Degree","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"Coverage",46,90000,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",71,0,"Citizen","Married","Less than HS","White"
"Coverage",50,19000,"Citizen","Never Married","Less than HS","Black"
"Coverage",63,28000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",60,150000,"Citizen","Divorced","HS Degree","White"
"Coverage",61,0,"Citizen","Married","HS Degree","Black"
"Coverage",32,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",71,0,"Citizen","Separated","HS Degree","Black"
"Coverage",66,62000,"Citizen","Married","Graduate Degree","White"
"Coverage",57,175000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",39,63000,"Citizen","Divorced","Graduate Degree","Black"
"Coverage",29,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",51,28300,"Citizen","Married","HS Degree","White"
"Coverage",38,90000,"Citizen","Separated","Graduate Degree","White"
"Coverage",49,50000,"Citizen","Married","HS Degree","Black"
"Coverage",49,0,"Citizen","Married","HS Degree","White"
"Coverage",59,25000,"Citizen","Married","HS Degree","White"
"Coverage",32,35000,"Citizen","Married","HS Degree","Other"
"Coverage",36,30000,"Citizen","Divorced","HS Degree","Black"
"Coverage",58,67000,"Citizen","Divorced","HS Degree","Black"
"Coverage",29,35000,"Citizen","Married","Graduate Degree","White"
"Coverage",53,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",49,0,"Non-citizen","Married","HS Degree","White"
"Coverage",25,4000,"Citizen","Married","HS Degree","Asian"
"Coverage",54,80000,"Citizen","Married","HS Degree","White"
"Coverage",47,8000,"Citizen","Married","HS Degree","White"
"Coverage",61,42000,"Citizen","Married","HS Degree","White"
"Coverage",23,26100,"Citizen","Married","HS Degree","White"
"Coverage",64,0,"Citizen","Married","HS Degree","White"
"Coverage",54,99000,"Citizen","Married","Graduate Degree","Black"
"Coverage",55,3000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",92,0,"Citizen","Widowed","HS Degree","White"
"Coverage",59,50000,"Citizen","Married","Less than HS","White"
"Coverage",53,82000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",57,0,"Citizen","Married","HS Degree","White"
"Coverage",76,0,"Citizen","Married","Less than HS","White"
"Coverage",60,0,"Citizen","Never Married","HS Degree","White"
"Coverage",47,21000,"Citizen","Never Married","HS Degree","White"
"Coverage",37,0,"Citizen","Married","HS Degree","White"
"Coverage",31,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",27,57000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",57,0,"Citizen","Married","Less than HS","Black"
"Coverage",54,35000,"Citizen","Married","HS Degree","White"
"Coverage",35,24700,"Citizen","Married","HS Degree","White"
"Coverage",50,78000,"Citizen","Never Married","HS Degree","White"
"Coverage",60,30000,"Citizen","Never Married","HS Degree","Black"
"Coverage",79,0,"Citizen","Married","HS Degree","White"
"Coverage",59,0,"Citizen","Widowed","HS Degree","Black"
"Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"Coverage",72,0,"Citizen","Married","HS Degree","White"
"Coverage",25,20000,"Citizen","Never Married","HS Degree","White"
"Coverage",65,0,"Citizen","Married","HS Degree","White"
"Coverage",81,0,"Citizen","Widowed","HS Degree","White"
"Coverage",35,419000,"Citizen","Never Married","HS Degree","Black"
"Coverage",45,51000,"Citizen","Divorced","HS Degree","White"
"Coverage",53,0,"Citizen","Married","HS Degree","White"
"Coverage",52,50000,"Citizen","Divorced","Graduate Degree","Asian"
"Coverage",53,0,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",16,0,"Non-citizen","Never Married","Less than HS","White"
"Coverage",77,0,"Citizen","Married","Less than HS","Black"
"Coverage",40,12000,"Citizen","Married","HS Degree","White"
"Coverage",67,45000,"Citizen","Married","HS Degree","Two or More"
"Coverage",31,36400,"Citizen","Married","HS Degree","Black"
"Coverage",36,50000,"Citizen","Married","HS Degree","White"
"Coverage",63,0,"Citizen","Married","HS Degree","White"
"Coverage",57,37900,"Citizen","Married","HS Degree","White"
"Coverage",58,0,"Citizen","Married","Graduate Degree","White"
"Coverage",52,68000,"Citizen","Divorced","Graduate Degree","White"
"Coverage",62,0,"Citizen","Married","HS Degree","White"
"Coverage",45,25000,"Non-citizen","Married","Less than HS","Asian"
"Coverage",47,70000,"Citizen","Married","HS Degree","White"
"Coverage",48,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",50,0,"Citizen","Divorced","HS Degree","White"
"Coverage",68,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",47,2700,"Citizen","Married","Undergraduate Degree","White"
"Coverage",44,60000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",24,50000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",19,0,"Citizen","Never Married","HS Degree","White"
"Coverage",58,103000,"Citizen","Never Married","Graduate Degree","White"
"Coverage",79,0,"Citizen","Married","HS Degree","White"
"Coverage",50,0,"Citizen","Divorced","HS Degree","White"
"Coverage",67,0,"Citizen","Widowed","Graduate Degree","Black"
"Coverage",32,50000,"Citizen","Never Married","HS Degree","Black"
"Coverage",20,23000,"Citizen","Never Married","Less than HS","White"
"Coverage",68,0,"Citizen","Married","Graduate Degree","White"
"Coverage",66,9000,"Citizen","Married","HS Degree","White"
"Coverage",67,0,"Citizen","Never Married","HS Degree","Two or More"
"Coverage",49,38000,"Citizen","Married","HS Degree","White"
"Coverage",34,0,"Citizen","Never Married","HS Degree","White"
"Coverage",48,80000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",17,670,"Citizen","Married","Less than HS","White"
"Coverage",68,0,"Citizen","Married","HS Degree","White"
"Coverage",23,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",57,0,"Citizen","Divorced","HS Degree","White"
"Coverage",68,0,"Citizen","Divorced","HS Degree","White"
"Coverage",41,10000,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",87,0,"Citizen","Widowed","Less than HS","White"
"Coverage",78,0,"Citizen","Divorced","Less than HS","White"
"Coverage",57,22000,"Citizen","Married","HS Degree","White"
"Coverage",50,0,"Citizen","Married","HS Degree","Black"
"Coverage",54,102000,"Citizen","Divorced","Graduate Degree","White"
"Coverage",30,0,"Citizen","Married","Graduate Degree","White"
"Coverage",71,11700,"Citizen","Widowed","HS Degree","Black"
"Coverage",38,48000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",34,97000,"Citizen","Married","HS Degree","White"
"Coverage",59,23200,"Citizen","Married","Less than HS","White"
"Coverage",50,44000,"Citizen","Married","Graduate Degree","White"
"Coverage",63,52000,"Citizen","Divorced","HS Degree","White"
"Coverage",61,0,"Citizen","Married","HS Degree","Black"
"Coverage",60,0,"Citizen","Married","HS Degree","Black"
"Coverage",52,21700,"Citizen","Widowed","Less than HS","White"
"Coverage",56,30000,"Citizen","Married","HS Degree","Black"
"Coverage",46,76000,"Citizen","Married","HS Degree","White"
"Coverage",50,13600,"Citizen","Married","HS Degree","Black"
"Coverage",38,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",86,0,"Citizen","Widowed","HS Degree","Black"
"Coverage",67,0,"Citizen","Divorced","HS Degree","White"
"Coverage",34,46000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",32,90000,"Citizen","Married","Graduate Degree","Two or More"
"Coverage",44,80000,"Citizen","Married","HS Degree","White"
"Coverage",65,419000,"Citizen","Married","Graduate Degree","White"
"Coverage",68,0,"Citizen","Married","HS Degree","White"
